Serial, Section, Task, SerialDistPerc, SectionDistPerc, TaskDistPerc, SerialSortPerc, SectionSortPerc, TaskSortPerc
57.982378,11.821654,12.347862,84.641080,77.597768,74.290915,15.358920,22.402232,25.709085
