Serial, Section, Task, SerialDistPerc, SectionDistPerc, TaskDistPerc, SerialSortPerc, SectionSortPerc, TaskSortPerc
55.251907,11.615993,12.846513,88.823923,78.971635,71.407234,11.176077,21.028365,28.592766
