Serial, Section, Task, SerialDistPerc, SectionDistPerc, TaskDistPerc, SerialSortPerc, SectionSortPerc, TaskSortPerc
74.862537,23.999645,23.748937,65.556035,38.222815,38.626318,34.443965,61.777185,61.373682
