2,6,5,0.598085
2,6,5,0.757751
2,6,5,0.115948
2,6,5,0.555230
2,6,5,0.349626
2,6,5,0.635374
2,6,5,0.954742
2,6,5,0.308777
2,6,5,0.629168
2,10,10,0.814373
2,10,10,0.710192
2,6,5,0.862679
2,6,5,0.979586
2,6,5,0.597060
2,6,5,0.404939
2,3,5,0.199711
2,3,5,0.431757
2,3,100,0.469102
2,5,100,0.663662
2,3,1000,0.666341
2,3,2000,0.828769
2,4,1000,0.900413
2,5,10,0.764021
2,5,10,0.405836
2,3,10,0.425117
2,3,100,1.050096
2,4,100,0.420902
2,3,1000,0.884394
2,3,1000,0.507278
2,3,2000,0.690197
2,3,2000,0.378119
2,4,2000,0.770741
2,10,5,0.108660
2,10,5,1.135973
2,10,5,0.580413
2,10,5,0.401553
2,10,5,0.489521
2,10,5,0.626381
2,10,5,0.616940
2,10,5,0.731926
2,3,5,0.364734
2,3,100,0.398975
2,3,1000,0.541294
2,3,1000,0.613220
2,3,1000,0.336155
2,3,1000,0.470101
2,3,1000,1.069623
2,44,100,1.163420
2,4,1,0.098870
2,4,1,1.186365
2,3,1,1.831880
2,3,1000,1.190255
2,3,5,2.518241
2,3,5,1.175283
2,3,5,1.107995
2,3,5,1.145046
2,3,5,1.247128
2,3,5,1.630995
2,3,5,1.239480
2,3,5,1.061404
2,3,5,1.062199
2,5,5,1.760568
2,5,5,1.241380
2,5,5,1.323808
2,5,5,1.228865
2,5,5,2.107326
2,5,5,1.191989
2,5,5,1.209269
2,5,5,1.229636
2,5,5,1.240678
2,5,5,1.284204
2,5,5,1.808341
2,10,5,1.345619
2,10,5,1.353604
2,100,5,1.422028
2,100,5,1.434897
2,10,5,1.370326
2,3,5,1.100320
2,5,5,1.367561
