2,6,5,0.156026
2,6,5,0.149384
2,6,5,0.150873
2,6,5,0.150599
2,6,5,0.149326
2,6,5,0.149608
2,6,5,0.163244
2,6,5,0.126635
2,6,5,0.158049
2,10,10,0.629273
2,10,10,0.565759
2,6,5,0.157503
2,6,5,0.133564
2,6,5,0.114250
2,6,5,0.108192
2,3,5,0.051073
2,3,5,0.050618
2,3,100,0.819693
2,5,100,2.271567
2,3,1000,1.958224
2,3,2000,1.531816
2,4,1000,12.145319
2,5,10,0.296102
2,5,10,0.176649
2,3,10,0.095684
2,3,100,0.905110
2,4,100,1.124414
2,3,1000,2.911433
2,3,1000,1.347594
2,3,2000,3.744983
2,3,2000,1.203484
2,4,2000,28.072830
2,10,5,0.207128
2,10,5,0.349021
2,10,5,0.242049
2,10,5,0.206640
2,10,5,0.251140
2,10,5,0.277709
2,10,5,0.239034
2,10,5,0.300368
2,3,5,0.044706
2,3,100,0.654443
2,3,1000,1.768153
2,3,1000,2.121803
2,3,1000,1.368538
2,3,1000,1.293166
2,3,1000,1.997927
2,44,100,30.398012
2,4,1,0.001844
2,4,1,0.006455
2,3,1,0.014405
2,3,1000,1.684157
2,3,5,0.044356
2,3,5,0.019672
2,3,5,0.018673
2,3,5,0.019657
2,3,5,0.020994
2,3,5,0.042822
2,3,5,0.021007
2,3,5,0.018678
2,3,5,0.018391
2,5,5,0.063790
2,5,5,0.044508
2,5,5,0.047302
2,5,5,0.044360
2,5,5,0.073648
2,5,5,0.044078
2,5,5,0.043636
2,5,5,0.044915
2,5,5,0.044083
2,5,5,0.046784
2,5,5,0.068427
2,10,5,0.107875
2,10,5,0.108847
2,100,5,1.363188
2,100,5,1.374276
2,10,5,0.110248
2,3,5,0.019773
2,5,5,0.050981
