2,5,1,0.021563
3,5,1,0.011600
4,5,1,0.023643
5,5,1,0.022126
6,5,1,0.015298
7,5,1,0.026674
2,5,3,0.066408
3,5,3,0.068706
4,5,3,0.066092
5,5,3,0.060275
6,5,3,0.066280
7,5,3,0.066111
2,5,5,0.108856
3,5,5,0.054857
4,5,5,0.110473
5,5,5,0.111350
6,5,5,0.118723
7,5,5,0.112431
2,5,7,0.080485
3,5,7,0.155023
4,5,7,0.118262
5,5,7,0.119709
6,5,7,0.156085
7,5,7,0.158857
2,5,9,0.103573
3,5,9,0.153956
4,5,9,0.154527
5,5,9,0.210249
6,5,9,0.155975
7,5,9,0.110465
2,5,11,0.239965
3,5,11,0.181741
4,5,11,0.187738
5,5,11,0.183959
6,5,11,0.193044
7,5,11,0.267315
2,5,13,0.284577
3,5,13,0.217086
4,5,13,0.251964
5,5,13,0.221732
6,5,13,0.296792
7,5,13,0.317154
2,5,15,0.330712
3,5,15,0.332234
4,5,15,0.335545
5,5,15,0.255278
6,5,15,0.302269
7,5,15,0.332862
2,5,17,0.198000
3,5,17,0.364939
4,5,17,0.378890
5,5,17,0.397779
6,5,17,0.380662
7,5,17,0.418053
2,5,19,0.426100
3,5,19,0.433448
4,5,19,0.432053
5,5,19,0.428875
6,5,19,0.354940
7,5,19,0.469557
2,5,21,0.244402
3,5,21,0.240783
4,5,21,0.474062
5,5,21,0.470589
6,5,21,0.381768
7,5,21,0.504224
2,5,5,0.113045
3,5,5,0.058653
4,5,5,0.084924
5,5,5,0.115245
6,5,5,0.087397
7,5,5,0.117614
2,10,5,0.207076
3,10,5,0.137375
4,10,5,0.215138
5,10,5,0.227168
6,10,5,0.210701
7,10,5,0.278036
2,15,5,0.229299
3,15,5,0.445488
4,15,5,0.219620
5,15,5,0.472531
6,15,5,0.450158
7,15,5,0.455530
2,20,5,0.642416
3,20,5,0.639758
4,20,5,0.493347
5,20,5,0.655292
6,20,5,0.695348
7,20,5,0.699356
2,25,5,0.906677
3,25,5,0.902953
4,25,5,0.548863
5,25,5,0.681285
6,25,5,0.915341
7,25,5,1.032403
2,30,5,1.026668
3,30,5,0.602123
4,30,5,0.938846
5,30,5,1.083622
6,30,5,1.119471
7,30,5,1.162471
2,35,5,0.715584
3,35,5,1.238594
4,35,5,1.207770
5,35,5,1.239903
6,35,5,1.240864
7,35,5,1.335391
2,40,5,1.044073
3,40,5,1.054765
4,40,5,1.081721
5,40,5,1.362617
6,40,5,1.422495
7,40,5,1.476992
2,45,5,0.899376
3,45,5,1.567448
4,45,5,1.578213
5,45,5,1.598970
6,45,5,1.273309
7,45,5,1.718078
2,50,5,0.971925
3,50,5,0.972823
4,50,5,1.758623
5,50,5,1.744223
6,50,5,1.771650
7,50,5,1.778271
2,55,5,1.293900
3,55,5,1.898352
4,55,5,1.911107
5,55,5,1.409629
6,55,5,1.490639
7,55,5,1.975372
2,60,5,2.043496
3,60,5,2.088119
4,60,5,2.076293
5,60,5,2.085991
6,60,5,1.648027
7,60,5,1.138471
2,65,5,2.207898
3,65,5,1.724866
4,65,5,2.246507
5,65,5,1.790610
6,65,5,2.237626
7,65,5,2.301918
2,70,5,2.407812
3,70,5,1.350250
4,70,5,2.239972
5,70,5,2.431466
6,70,5,2.430056
7,70,5,2.548901
2,75,5,2.557567
3,75,5,2.573256
4,75,5,2.572320
5,75,5,1.957855
6,75,5,2.577122
7,75,5,2.674683
2,80,5,1.443514
3,80,5,1.459880
4,80,5,2.753703
5,80,5,2.782974
6,80,5,2.572079
7,80,5,2.823598
2,85,5,1.531729
3,85,5,1.556494
4,85,5,1.676563
5,85,5,2.934777
6,85,5,2.536303
7,85,5,2.943558
2,90,5,3.080063
3,90,5,1.627389
4,90,5,2.165599
5,90,5,2.950455
6,90,5,3.212815
7,90,5,3.040208
2,95,5,3.167255
3,95,5,3.229078
4,95,5,3.235608
5,95,5,2.476923
6,95,5,3.319157
7,95,5,3.429119
2,100,5,3.383839
3,100,5,1.963714
