2,5,1,0.109427
2,5,3,0.039146
2,5,5,0.046220
2,5,7,0.042475
2,5,9,0.032373
2,5,11,0.034447
2,5,13,0.029031
2,5,15,0.029778
2,5,17,0.031754
2,5,19,0.032629
3,5,1,0.057530
3,5,3,0.027701
2,5,21,0.032184
4,5,1,0.055565
3,5,5,0.032007
2,5,5,0.048723
4,5,3,0.033339
3,5,7,0.024078
4,5,5,0.024282
2,10,5,0.039144
3,5,9,0.024645
4,5,7,0.019823
2,15,5,0.034605
3,5,11,0.022841
4,5,9,0.021823
2,20,5,0.040310
3,5,13,0.020886
4,5,11,0.015563
3,5,15,0.022994
4,5,13,0.017831
2,25,5,0.039066
3,5,17,0.022778
4,5,15,0.017039
2,30,5,0.039136
3,5,19,0.021218
4,5,17,0.016710
3,5,21,0.021025
2,35,5,0.039663
3,5,5,0.028381
4,5,19,0.016602
3,10,5,0.024946
3,15,5,0.025676
4,5,21,0.016971
2,40,5,0.039107
4,5,5,0.025984
3,20,5,0.026390
4,10,5,0.021015
4,15,5,0.018493
2,45,5,0.037429
3,25,5,0.030445
4,20,5,0.023248
3,30,5,0.030225
2,50,5,0.036694
4,25,5,0.024885
3,35,5,0.029956
2,55,5,0.034178
4,30,5,0.024881
3,40,5,0.028535
2,60,5,0.035446
4,35,5,0.024175
3,45,5,0.027355
4,40,5,0.024126
2,65,5,0.035635
3,50,5,0.027656
4,45,5,0.022433
2,70,5,0.034272
3,55,5,0.026474
2,75,5,0.034312
4,50,5,0.022708
3,60,5,0.026821
2,80,5,0.033034
4,55,5,0.024040
3,65,5,0.026799
2,85,5,0.032831
4,60,5,0.022336
3,70,5,0.026640
2,90,5,0.032138
4,65,5,0.022223
3,75,5,0.025912
2,95,5,0.032971
4,70,5,0.021966
3,80,5,0.026074
2,100,5,0.033438
2,5,1,0.098044
2,5,3,0.030375
2,5,5,0.049004
2,5,7,0.029780
2,5,9,0.031746
2,5,11,0.034097
4,75,5,0.021727
2,5,13,0.030431
3,85,5,0.025787
2,5,15,0.036945
2,5,17,0.028463
2,5,19,0.032994
2,5,21,0.029386
2,5,5,0.038041
2,10,5,0.034586
2,15,5,0.036583
2,20,5,0.039182
4,80,5,0.021650
3,90,5,0.025669
2,25,5,0.041797
2,30,5,0.037851
2,35,5,0.037689
2,40,5,0.036709
3,95,5,0.025702
4,85,5,0.021502
2,45,5,0.036165
2,50,5,0.037301
3,100,5,0.025832
3,5,1,0.060366
3,5,3,0.035046
3,5,5,0.027236
4,90,5,0.021320
3,5,7,0.024551
2,55,5,0.034465
3,5,9,0.024619
3,5,11,0.021320
3,5,13,0.023055
3,5,15,0.021673
2,60,5,0.035945
3,5,17,0.021696
3,5,19,0.020371
3,5,21,0.020473
3,5,5,0.031511
2,65,5,0.033211
3,10,5,0.022057
4,95,5,0.021405
3,15,5,0.025615
3,20,5,0.026850
2,70,5,0.033139
3,25,5,0.029891
3,30,5,0.029127
2,75,5,0.033188
4,100,5,0.021334
4,5,1,0.040310
3,35,5,0.029265
4,5,3,0.021309
4,5,5,0.024705
4,5,7,0.019643
4,5,9,0.017905
4,5,11,0.020141
3,40,5,0.029272
2,80,5,0.032440
4,5,13,0.018613
4,5,15,0.017662
3,45,5,0.028314
4,5,17,0.017954
2,85,5,0.034363
3,50,5,0.027805
2,90,5,0.031827
3,55,5,0.027291
3,60,5,0.027229
2,95,5,0.032213
3,65,5,0.026782
2,100,5,0.033645
2,5,1,0.113007
2,5,3,0.054661
2,5,5,0.034703
2,5,7,0.032238
2,5,9,0.038759
2,5,11,0.032965
2,5,13,0.033605
2,5,15,0.030635
3,70,5,0.025819
2,5,17,0.033135
2,5,19,0.030147
2,5,21,0.028872
2,5,5,0.039371
2,10,5,0.037913
2,15,5,0.033825
2,20,5,0.035480
3,75,5,0.025738
2,25,5,0.042140
2,30,5,0.038802
2,35,5,0.035584
3,80,5,0.026263
2,40,5,0.048543
2,45,5,0.036208
3,85,5,0.026040
2,50,5,0.036421
2,55,5,0.033798
3,90,5,0.025747
2,60,5,0.036354
2,65,5,0.034538
3,95,5,0.025404
2,70,5,0.034788
2,75,5,0.034749
3,100,5,0.025299
3,5,1,0.025411
3,5,3,0.026605
3,5,5,0.027854
3,5,7,0.026480
3,5,9,0.024739
3,5,11,0.022568
2,80,5,0.032336
3,5,13,0.023089
3,5,15,0.022289
3,5,17,0.022692
3,5,19,0.019315
2,85,5,0.033501
3,5,21,0.021526
3,5,5,0.022791
3,10,5,0.027634
3,15,5,0.026030
3,20,5,0.027202
2,90,5,0.032211
3,25,5,0.029449
3,30,5,0.029530
3,35,5,0.028944
2,95,5,0.032308
3,40,5,0.028673
3,45,5,0.027971
2,100,5,0.032096
2,5,1,0.091218
2,5,3,0.042616
2,5,5,0.036019
2,5,7,0.040451
2,5,9,0.033360
2,5,11,0.034929
2,5,13,0.033064
2,5,15,0.030225
3,50,5,0.027646
2,5,17,0.031909
2,5,19,0.031760
2,5,21,0.030840
2,5,5,0.027923
2,10,5,0.039953
3,55,5,0.026846
2,15,5,0.030724
2,20,5,0.037117
2,25,5,0.039064
3,60,5,0.026924
2,30,5,0.038797
2,35,5,0.037770
2,40,5,0.036365
3,65,5,0.026392
2,45,5,0.037078
3,70,5,0.027610
2,50,5,0.036852
2,55,5,0.036038
3,75,5,0.025815
2,60,5,0.033943
2,65,5,0.034522
3,80,5,0.026162
2,70,5,0.033935
3,85,5,0.025979
2,75,5,0.034809
2,80,5,0.034183
3,90,5,0.025738
2,85,5,0.033768
3,95,5,0.025627
2,90,5,0.033731
3,100,5,0.025838
3,5,1,0.056175
3,5,3,0.032593
2,95,5,0.033250
3,5,5,0.029569
3,5,7,0.029284
3,5,9,0.025194
3,5,11,0.021308
3,5,13,0.020909
3,5,15,0.020509
3,5,17,0.020625
2,100,5,0.032935
2,5,1,0.088181
2,5,3,0.040546
3,5,19,0.021930
2,5,5,0.039555
2,5,7,0.035965
2,5,9,0.037562
3,5,21,0.018929
2,5,11,0.031660
3,5,5,0.030008
2,5,13,0.029864
3,10,5,0.025060
2,5,15,0.034400
3,15,5,0.026238
2,5,17,0.032304
2,5,19,0.029350
3,20,5,0.028794
2,5,21,0.031773
2,5,5,0.034561
2,10,5,0.038130
3,25,5,0.030546
2,15,5,0.032803
2,20,5,0.036702
3,30,5,0.029943
2,25,5,0.040923
2,30,5,0.041732
3,35,5,0.028437
2,35,5,0.037572
3,40,5,0.028312
2,40,5,0.035776
3,45,5,0.027249
2,45,5,0.037790
2,50,5,0.036036
3,50,5,0.026854
2,55,5,0.036165
3,55,5,0.026801
2,60,5,0.033844
3,60,5,0.026504
2,65,5,0.033697
3,65,5,0.026147
2,70,5,0.034812
3,70,5,0.026404
2,75,5,0.032806
2,80,5,0.034007
3,75,5,0.026398
2,85,5,0.032213
