5,0.094092
10,0.128694
15,0.169137
20,0.206447
25,0.248494
30,0.293532
35,0.332782
40,0.374167
45,0.411114
50,0.449501
55,0.488230
60,0.522941
65,0.559989
70,0.596990
75,0.637561
80,0.683235
85,0.717406
90,0.762938
95,0.852389
100,0.838105

